question	answer
He had cigarettes, But no battery.	It happens all the time.
They say he has started fifteen big fires.	He is been in jail three times already.
He is been in jail three times already.	Why did they ever let him out?
Why did they ever let him out?	It is the law. They cannot keep him in jail forever.
It is the law. They cannot keep him in jail forever.	Why not? Everyone knows he is a firebug. He loves to start fires.
Why not? Everyone knows he is a firebug. He loves to start fires.	I do not know. Sometimes the law does not make sense.
I do not know. Sometimes the law does not make sense.	But his latest fire killed someone.
But his latest fire killed someone.	This time they have charged him with murder.
This time they have charged him with murder.	So maybe he'll go to jail forever?
So maybe he'll go to jail forever?	I sure hope so.
I sure hope so.	Someone should set him on fire.
Someone should set him on fire.	That would teach him a good lesson.
Put your seatbelt on.	Why?
Why?	Because it will protect you in case of an accident.
Because it will protect you in case of an accident.	But it is uncomfortable.
But it is uncomfortable.	It is the law.
It is the law.	It is so much trouble.
It is so much trouble.	It is common sense.
It is common sense.	It is so tight that it is hard for me to breathe.
It is so tight that it is hard for me to breathe.	Hold your breath till we get there.
Hold your breath till we get there.	Okay, My seatbelt is on.
Okay, My seatbelt is on.	I am glad you do not complain very much.
I am glad you do not complain very much.	I am ready for an accident.
What are you doing?	I am going to change the light bulb. It burnt out.
I am going to change the light bulb. It burnt out.	What are you standing on?
What are you standing on?	A couple of dictionaries and some textbooks.
A couple of dictionaries and some textbooks.	Are you crazy?
Are you crazy?	What is the matter?
What is the matter?	Those books will slip and you'll fall.
Those books will slip and you'll fall.	It is only a couple of feet.
It is only a couple of feet.	What if you fall while you're holding the light bulb, And it breaks and pieces go into your eyes?
What if you fall while you're holding the light bulb, And it breaks and pieces go into your eyes?	I never thought about that.
I never thought about that.	You'd be blind for the rest of your life!
You'd be blind for the rest of your life!	I will get the stepladder.
Did you see that puddle of water on the floor?	Yes. I called for a clean-up.
Yes. I called for a clean-up.	A puddle of water is very dangerous.
A puddle of water is very dangerous.	It isn't easy to see.
It isn't easy to see.	But it is real easy to slip on.
But it is real easy to slip on.	Especially on these slick floors.
Especially on these slick floors.	Someone who slips could hurt their back.
Someone who slips could hurt their back.	They could even crack their head open.
They could even crack their head open.	We should stand here till the clean-up person gets here.
We should stand here till the clean-up person gets here.	We can leave if we put an orange cone here.
We can leave if we put an orange cone here.	Yes, But i do not know where the orange cones are.
Yes, But i do not know where the orange cones are.	It does not matter. Here he comes now with themop.
What happens when the fire alarm rings?	We tell our students to leave the classroom.
We tell our students to leave the classroom.	Can they take their belongings?
Can they take their belongings?	Yes, If they do it quickly.
Yes, If they do it quickly.	Where do the students go?
Where do the students go?	They go out to the north parking lot.
They go out to the north parking lot.	What do the teachers do?
What do the teachers do?	We take our rosters to the parking lot and take roll.
We take our rosters to the parking lot and take roll.	Why do you do that?
Why do you do that?	We want to make sure all the students are out of the building.
We want to make sure all the students are out of the building.	If they are all outside, Then what?
If they are all outside, Then what?	Then we just wait outside for a fireman to tell us to go back in.
I have to go back upstairs.	Why? We're already late.
Why? We're already late.	I have to check the stove.
I have to check the stove.	What is the matter?
What is the matter?	Maybe i left the burner on.
Maybe i left the burner on.	No, You did not. I checked the stove before we left.
No, You did not. I checked the stove before we left.	Are you sure?
Are you sure?	Of course I am sure.
Of course I am sure.	Well, I have to go back upstairs anyway.
Well, I have to go back upstairs anyway.	It is getting later every minute.
It is getting later every minute.	I think i left the water running.
I think i left the water running.	No, You did not. Let us go! The only thing running is the clock!
The city is buying guns.	What are they paying?
What are they paying?	Up to $200 for each gun, No questions asked.
Up to $200 for each gun, No questions asked.	Why are they doing this?
Why are they doing this?	They want to get guns off the street.
They want to get guns off the street.	Who would turn in a gun for $200?
Who would turn in a gun for $200?	That isn't a good deal?
That isn't a good deal?	A good gun costs $400 or more.
A good gun costs $400 or more.	Well, If you bring your receipt, Maybe they'll give you $400.
Well, If you bring your receipt, Maybe they'll give you $400.	I will keep my receipt and my gun.
I will keep my receipt and my gun.	I did not know you had a gun.
I did not know you had a gun.	Everyone in america should have a gun.
You're yawning.	I sure am.
I sure am.	You should go to bed.
You should go to bed.	I will as soon as i finish this article.
I will as soon as i finish this article.	What are you reading?
What are you reading?	It is about crime in los angeles.
It is about crime in los angeles.	What does it say?
What does it say?	The mayor says the crime rate is going down.
The mayor says the crime rate is going down.	Then why does everyone lock their doors?
Then why does everyone lock their doors?	I guess they haven't read this article.
I guess they haven't read this article.	No one believes that the crime rate is going down.
No one believes that the crime rate is going down.	Maybe the mayor is just talking about his own neighborhood.
People who live in california are crazy.	Why is that?
